date,SPY_w,TLT_w,GLD_w,regime
2006-04-21,0.3397142739673474,1.3160415912112851e-08,0.6602857128722368,0
2006-04-24,0.4253640067434531,2.3179003993176392e-08,0.574635970077543,0
2006-04-25,0.4253640067434531,2.3179003993176392e-08,0.574635970077543,0
2006-04-26,0.4253640067434531,2.3179003993176392e-08,0.574635970077543,0
2006-04-27,0.4253640067434531,2.3179003993176392e-08,0.574635970077543,0
2006-04-28,0.4253640067434531,2.3179003993176392e-08,0.574635970077543,0
2006-05-01,0.48029726753115676,1.9671366844211565e-08,0.5197027127974764,0
2006-05-02,0.48029726753115676,1.9671366844211565e-08,0.5197027127974764,0
2006-05-03,0.48029726753115676,1.9671366844211565e-08,0.5197027127974764,0
2006-05-04,0.48029726753115676,1.9671366844211565e-08,0.5197027127974764,0
2006-05-05,0.48029726753115676,1.9671366844211565e-08,0.5197027127974764,0
2006-05-08,0.3717347099124913,1.2876667325299582e-08,0.6282652772108414,0
2006-05-09,0.3717347099124913,1.2876667325299582e-08,0.6282652772108414,0
2006-05-10,0.3717347099124913,1.2876667325299582e-08,0.6282652772108414,0
2006-05-11,0.3717347099124913,1.2876667325299582e-08,0.6282652772108414,0
2006-05-12,0.3717347099124913,1.2876667325299582e-08,0.6282652772108414,0
2006-05-15,0.29339260448462345,1.5944214904032543e-08,0.7066073795711617,0
2006-05-16,0.29339260448462345,1.5944214904032543e-08,0.7066073795711617,0
2006-05-17,0.29339260448462345,1.5944214904032543e-08,0.7066073795711617,1
2006-05-18,0.29339260448462345,1.5944214904032543e-08,0.7066073795711617,1
2006-05-19,0.29339260448462345,1.5944214904032543e-08,0.7066073795711617,1
2006-05-22,0.3964589366902586,0.5046270921145881,0.09891397119515317,1
2006-05-23,0.3964589366902586,0.5046270921145881,0.09891397119515317,1
2006-05-24,0.3964589366902586,0.5046270921145881,0.09891397119515317,1
2006-05-25,0.3964589366902586,0.5046270921145881,0.09891397119515317,1
2006-05-26,0.3964589366902586,0.5046270921145881,0.09891397119515317,1
2006-05-30,0.39645982166272214,0.5080245169648681,0.09551566137240967,1
2006-05-31,0.39645982166272214,0.5080245169648681,0.09551566137240967,1
2006-06-01,0.39645982166272214,0.5080245169648681,0.09551566137240967,1
2006-06-02,0.39645982166272214,0.5080245169648681,0.09551566137240967,1
2006-06-05,0.39645982166272214,0.5080245169648681,0.09551566137240967,1
2006-06-06,0.3964599269370327,0.511635552046877,0.09190452101609038,1
2006-06-07,0.3964599269370327,0.511635552046877,0.09190452101609038,1
2006-06-08,0.3964599269370327,0.511635552046877,0.09190452101609038,1
2006-06-09,0.3964599269370327,0.511635552046877,0.09190452101609038,1
2006-06-12,0.3964599269370327,0.511635552046877,0.09190452101609038,1
2006-06-13,0.3964599270726361,0.5116355539187236,0.09190451900864031,2
2006-06-14,0.3964599270726361,0.5116355539187236,0.09190451900864031,1
2006-06-15,0.3964599270726361,0.5116355539187236,0.09190451900864031,1
2006-06-16,0.3964599270726361,0.5116355539187236,0.09190451900864031,1
2006-06-19,0.3964599270726361,0.5116355539187236,0.09190451900864031,1
2006-06-20,0.39645985137495554,0.5381802788532172,0.06535986977182723,1
2006-06-21,0.39645985137495554,0.5381802788532172,0.06535986977182723,1
2006-06-22,0.39645985137495554,0.5381802788532172,0.06535986977182723,1
2006-06-23,0.39645985137495554,0.5381802788532172,0.06535986977182723,1
2006-06-26,0.39645985137495554,0.5381802788532172,0.06535986977182723,1
2006-06-27,0.39645983494758974,0.5437033464343565,0.059836818618053775,1
2006-06-28,0.39645983494758974,0.5437033464343565,0.059836818618053775,1
2006-06-29,0.39645983494758974,0.5437033464343565,0.059836818618053775,1
2006-06-30,0.39645983494758974,0.5437033464343565,0.059836818618053775,0
2006-07-03,0.39645983494758974,0.5437033464343565,0.059836818618053775,0
2006-07-05,0.15527837927789803,1.187623558289865e-10,0.8447216206033397,0
2006-07-06,0.15527837927789803,1.187623558289865e-10,0.8447216206033397,0
2006-07-07,0.15527837927789803,1.187623558289865e-10,0.8447216206033397,0
2006-07-10,0.15527837927789803,1.187623558289865e-10,0.8447216206033397,0
2006-07-11,0.15527837927789803,1.187623558289865e-10,0.8447216206033397,0
2006-07-12,1.6337943961909252e-08,7.162317843084244e-10,0.9999999829458243,0
2006-07-13,1.6337943961909252e-08,7.162317843084244e-10,0.9999999829458243,1
2006-07-14,1.6337943961909252e-08,7.162317843084244e-10,0.9999999829458243,1
2006-07-17,1.6337943961909252e-08,7.162317843084244e-10,0.9999999829458243,1
2006-07-18,1.6337943961909252e-08,7.162317843084244e-10,0.9999999829458243,1
2006-07-19,0.3392628337146286,0.600653122221334,0.0600840440640374,1
2006-07-20,0.3392628337146286,0.600653122221334,0.0600840440640374,1
2006-07-21,0.3392628337146286,0.600653122221334,0.0600840440640374,1
2006-07-24,0.3392628337146286,0.600653122221334,0.0600840440640374,1
2006-07-25,0.3392628337146286,0.600653122221334,0.0600840440640374,0
2006-07-26,6.855384634616559e-08,7.403500376265089e-09,0.9999999240426533,0
2006-07-27,6.855384634616559e-08,7.403500376265089e-09,0.9999999240426533,0
2006-07-28,6.855384634616559e-08,7.403500376265089e-09,0.9999999240426533,0
2006-07-31,6.855384634616559e-08,7.403500376265089e-09,0.9999999240426533,0
2006-08-01,6.855384634616559e-08,7.403500376265089e-09,0.9999999240426533,0
2006-08-02,5.7605785643228126e-08,7.680413220048975e-09,0.9999999347138011,0
2006-08-03,5.7605785643228126e-08,7.680413220048975e-09,0.9999999347138011,0
2006-08-04,5.7605785643228126e-08,7.680413220048975e-09,0.9999999347138011,0
2006-08-07,5.7605785643228126e-08,7.680413220048975e-09,0.9999999347138011,0
2006-08-08,5.7605785643228126e-08,7.680413220048975e-09,0.9999999347138011,0
2006-08-09,2.2183876924919255e-09,2.1331006782848275e-10,0.9999999975683023,0
2006-08-10,2.2183876924919255e-09,2.1331006782848275e-10,0.9999999975683023,0
2006-08-11,2.2183876924919255e-09,2.1331006782848275e-10,0.9999999975683023,0
2006-08-14,2.2183876924919255e-09,2.1331006782848275e-10,0.9999999975683023,0
2006-08-15,2.2183876924919255e-09,2.1331006782848275e-10,0.9999999975683023,0
2006-08-16,1.001480228606796e-08,3.7459519527700395e-10,0.9999999896106025,0
2006-08-17,1.001480228606796e-08,3.7459519527700395e-10,0.9999999896106025,0
2006-08-18,1.001480228606796e-08,3.7459519527700395e-10,0.9999999896106025,0
2006-08-21,1.001480228606796e-08,3.7459519527700395e-10,0.9999999896106025,0
2006-08-22,1.001480228606796e-08,3.7459519527700395e-10,0.9999999896106025,0
2006-08-23,0.15364620847082983,4.622349321129716e-09,0.8463537869068208,0
2006-08-24,0.15364620847082983,4.622349321129716e-09,0.8463537869068208,0
2006-08-25,0.15364620847082983,4.622349321129716e-09,0.8463537869068208,0
2006-08-28,0.15364620847082983,4.622349321129716e-09,0.8463537869068208,0
2006-08-29,0.15364620847082983,4.622349321129716e-09,0.8463537869068208,0
2006-08-30,0.28310970146392506,4.243506775413309e-10,0.7168902981117242,0
2006-08-31,0.28310970146392506,4.243506775413309e-10,0.7168902981117242,0
2006-09-01,0.28310970146392506,4.243506775413309e-10,0.7168902981117242,0
2006-09-05,0.28310970146392506,4.243506775413309e-10,0.7168902981117242,0
2006-09-06,0.28310970146392506,4.243506775413309e-10,0.7168902981117242,0
2006-09-07,0.08595481794107208,7.38780583035643e-10,0.9140451813201473,0
2006-09-08,0.08595481794107208,7.38780583035643e-10,0.9140451813201473,0
2006-09-11,0.08595481794107208,7.38780583035643e-10,0.9140451813201473,0
2006-09-12,0.08595481794107208,7.38780583035643e-10,0.9140451813201473,0
2006-09-13,0.08595481794107208,7.38780583035643e-10,0.9140451813201473,0
2006-09-14,0.37168202500730113,1.1903656841312637e-09,0.6283179738023331,0
2006-09-15,0.37168202500730113,1.1903656841312637e-09,0.6283179738023331,0
2006-09-18,0.37168202500730113,1.1903656841312637e-09,0.6283179738023331,0
2006-09-19,0.37168202500730113,1.1903656841312637e-09,0.6283179738023331,0
2006-09-20,0.37168202500730113,1.1903656841312637e-09,0.6283179738023331,0
2006-09-21,0.6082633522272299,2.9158572680770937e-09,0.3917366448569128,0
2006-09-22,0.6082633522272299,2.9158572680770937e-09,0.3917366448569128,0
2006-09-25,0.6082633522272299,2.9158572680770937e-09,0.3917366448569128,0
2006-09-26,0.6082633522272299,2.9158572680770937e-09,0.3917366448569128,0
2006-09-27,0.6082633522272299,2.9158572680770937e-09,0.3917366448569128,0
2006-09-28,0.5976752051926182,1.4993283889998602e-10,0.40232479465744897,0
2006-09-29,0.5976752051926182,1.4993283889998602e-10,0.40232479465744897,0
2006-10-02,0.5976752051926182,1.4993283889998602e-10,0.40232479465744897,0
2006-10-03,0.5976752051926182,1.4993283889998602e-10,0.40232479465744897,0
2006-10-04,0.5976752051926182,1.4993283889998602e-10,0.40232479465744897,0
2006-10-05,0.757661829020514,9.140043362959667e-10,0.24233817006548167,0
2006-10-06,0.757661829020514,9.140043362959667e-10,0.24233817006548167,0
2006-10-09,0.757661829020514,9.140043362959667e-10,0.24233817006548167,0
2006-10-10,0.757661829020514,9.140043362959667e-10,0.24233817006548167,0
2006-10-11,0.757661829020514,9.140043362959667e-10,0.24233817006548167,0
2006-10-12,0.8406446798325271,7.429105332055034e-10,0.15935531942456244,0
2006-10-13,0.8406446798325271,7.429105332055034e-10,0.15935531942456244,0
2006-10-16,0.8406446798325271,7.429105332055034e-10,0.15935531942456244,0
2006-10-17,0.8406446798325271,7.429105332055034e-10,0.15935531942456244,0
2006-10-18,0.8406446798325271,7.429105332055034e-10,0.15935531942456244,0
2006-10-19,0.8242744055145225,1.7146544277193693e-09,0.17572559277082309,0
2006-10-20,0.8242744055145225,1.7146544277193693e-09,0.17572559277082309,0
2006-10-23,0.8242744055145225,1.7146544277193693e-09,0.17572559277082309,0
2006-10-24,0.8242744055145225,1.7146544277193693e-09,0.17572559277082309,0
2006-10-25,0.8242744055145225,1.7146544277193693e-09,0.17572559277082309,0
2006-10-26,0.8333917078830173,2.7031912926324277e-09,0.16660828941379136,0
2006-10-27,0.8333917078830173,2.7031912926324277e-09,0.16660828941379136,0
2006-10-30,0.8333917078830173,2.7031912926324277e-09,0.16660828941379136,0
2006-10-31,0.8333917078830173,2.7031912926324277e-09,0.16660828941379136,0
2006-11-01,0.8333917078830173,2.7031912926324277e-09,0.16660828941379136,0
2006-11-02,0.6400116113413902,0.10111926427285546,0.2588691243857543,0
2006-11-03,0.6400116113413902,0.10111926427285546,0.2588691243857543,0
2006-11-06,0.6400116113413902,0.10111926427285546,0.2588691243857543,0
2006-11-07,0.6400116113413902,0.10111926427285546,0.2588691243857543,0
2006-11-08,0.6400116113413902,0.10111926427285546,0.2588691243857543,0
2006-11-09,0.6962406161135228,0.03680938672548377,0.26694999716099327,0
2006-11-10,0.6962406161135228,0.03680938672548377,0.26694999716099327,0
2006-11-13,0.6962406161135228,0.03680938672548377,0.26694999716099327,0
2006-11-14,0.6962406161135228,0.03680938672548377,0.26694999716099327,0
2006-11-15,0.6962406161135228,0.03680938672548377,0.26694999716099327,0
2006-11-16,0.6774657760347658,0.07142785106538407,0.2511063728998501,0
2006-11-17,0.6774657760347658,0.07142785106538407,0.2511063728998501,0
2006-11-20,0.6774657760347658,0.07142785106538407,0.2511063728998501,0
2006-11-21,0.6774657760347658,0.07142785106538407,0.2511063728998501,0
2006-11-22,0.6774657760347658,0.07142785106538407,0.2511063728998501,0
2006-11-24,0.7146538452412952,0.027025008664045277,0.25832114609465956,0
2006-11-27,0.7146538452412952,0.027025008664045277,0.25832114609465956,0
2006-11-28,0.7146538452412952,0.027025008664045277,0.25832114609465956,0
2006-11-29,0.7146538452412952,0.027025008664045277,0.25832114609465956,0
2006-11-30,0.7146538452412952,0.027025008664045277,0.25832114609465956,0
2006-12-01,0.5331679249494768,0.2354721827907835,0.23135989225973963,0
2006-12-04,0.5331679249494768,0.2354721827907835,0.23135989225973963,0
2006-12-05,0.5331679249494768,0.2354721827907835,0.23135989225973963,0
2006-12-06,0.5331679249494768,0.2354721827907835,0.23135989225973963,0
2006-12-07,0.5331679249494768,0.2354721827907835,0.23135989225973963,0
2006-12-08,0.6192744004583602,0.21667780688572882,0.16404779265591088,0
2006-12-11,0.6192744004583602,0.21667780688572882,0.16404779265591088,0
2006-12-12,0.6192744004583602,0.21667780688572882,0.16404779265591088,0
2006-12-13,0.6192744004583602,0.21667780688572882,0.16404779265591088,0
2006-12-14,0.6192744004583602,0.21667780688572882,0.16404779265591088,0
2006-12-15,0.7746445127087822,5.8874458893142334e-09,0.22535548140377176,0
2006-12-18,0.7746445127087822,5.8874458893142334e-09,0.22535548140377176,0
2006-12-19,0.7746445127087822,5.8874458893142334e-09,0.22535548140377176,0
2006-12-20,0.7746445127087822,5.8874458893142334e-09,0.22535548140377176,0
2006-12-21,0.7746445127087822,5.8874458893142334e-09,0.22535548140377176,0
2006-12-22,0.774087939517079,2.6879938560513526e-09,0.2259120577949272,0
2006-12-26,0.774087939517079,2.6879938560513526e-09,0.2259120577949272,0
2006-12-27,0.774087939517079,2.6879938560513526e-09,0.2259120577949272,0
2006-12-28,0.774087939517079,2.6879938560513526e-09,0.2259120577949272,0
2006-12-29,0.774087939517079,2.6879938560513526e-09,0.2259120577949272,0
2007-01-03,0.8058269461266827,4.160660856019477e-10,0.1941730534572513,0
2007-01-04,0.8058269461266827,4.160660856019477e-10,0.1941730534572513,0
2007-01-05,0.8058269461266827,4.160660856019477e-10,0.1941730534572513,0
2007-01-08,0.8058269461266827,4.160660856019477e-10,0.1941730534572513,0
2007-01-09,0.8058269461266827,4.160660856019477e-10,0.1941730534572513,0
2007-01-10,0.8689379042667335,9.032699538457391e-10,0.13106209482999653,0
2007-01-11,0.8689379042667335,9.032699538457391e-10,0.13106209482999653,0
2007-01-12,0.8689379042667335,9.032699538457391e-10,0.13106209482999653,0
2007-01-16,0.8689379042667335,9.032699538457391e-10,0.13106209482999653,0
2007-01-17,0.8689379042667335,9.032699538457391e-10,0.13106209482999653,0
2007-01-18,0.8989640876418948,2.181898184680714e-11,0.10103591233628627,0
2007-01-19,0.8989640876418948,2.181898184680714e-11,0.10103591233628627,0
2007-01-22,0.8989640876418948,2.181898184680714e-11,0.10103591233628627,0
2007-01-23,0.8989640876418948,2.181898184680714e-11,0.10103591233628627,0
2007-01-24,0.8989640876418948,2.181898184680714e-11,0.10103591233628627,0
2007-01-25,0.9032300518023524,3.6829015642150466e-11,0.09676994816081871,0
2007-01-26,0.9032300518023524,3.6829015642150466e-11,0.09676994816081871,0
2007-01-29,0.9032300518023524,3.6829015642150466e-11,0.09676994816081871,0
2007-01-30,0.9032300518023524,3.6829015642150466e-11,0.09676994816081871,0
2007-01-31,0.9032300518023524,3.6829015642150466e-11,0.09676994816081871,0
2007-02-01,0.8912843816296784,2.702897714936016e-11,0.1087156183432927,0
2007-02-02,0.8912843816296784,2.702897714936016e-11,0.1087156183432927,0
2007-02-05,0.8912843816296784,2.702897714936016e-11,0.1087156183432927,0
2007-02-06,0.8912843816296784,2.702897714936016e-11,0.1087156183432927,0
2007-02-07,0.8912843816296784,2.702897714936016e-11,0.1087156183432927,0
2007-02-08,0.9339908138043904,2.54152105183374e-10,0.06600918594145741,0
2007-02-09,0.9339908138043904,2.54152105183374e-10,0.06600918594145741,0
2007-02-12,0.9339908138043904,2.54152105183374e-10,0.06600918594145741,0
2007-02-13,0.9339908138043904,2.54152105183374e-10,0.06600918594145741,0
2007-02-14,0.9339908138043904,2.54152105183374e-10,0.06600918594145741,0
2007-02-15,0.8284392933018833,1.4342040577241182e-09,0.17156070526391273,0
2007-02-16,0.8284392933018833,1.4342040577241182e-09,0.17156070526391273,0
2007-02-20,0.8284392933018833,1.4342040577241182e-09,0.17156070526391273,0
2007-02-21,0.8284392933018833,1.4342040577241182e-09,0.17156070526391273,0
2007-02-22,0.8284392933018833,1.4342040577241182e-09,0.17156070526391273,0
2007-02-23,0.8228838400274361,8.463105833179129e-10,0.1771161591262533,0
2007-02-26,0.8228838400274361,8.463105833179129e-10,0.1771161591262533,0
2007-02-27,0.8228838400274361,8.463105833179129e-10,0.1771161591262533,2
2007-02-28,0.8228838400274361,8.463105833179129e-10,0.1771161591262533,1
2007-03-01,0.8228838400274361,8.463105833179129e-10,0.1771161591262533,1
2007-03-02,0.3685954140038729,0.5819100064150331,0.049494579581093885,1
2007-03-05,0.3685954140038729,0.5819100064150331,0.049494579581093885,1
2007-03-06,0.3685954140038729,0.5819100064150331,0.049494579581093885,1
2007-03-07,0.3685954140038729,0.5819100064150331,0.049494579581093885,1
2007-03-08,0.3685954140038729,0.5819100064150331,0.049494579581093885,1
2007-03-09,0.3516762827107907,0.6001782514571453,0.048145465832064055,1
2007-03-12,0.3516762827107907,0.6001782514571453,0.048145465832064055,1
2007-03-13,0.3516762827107907,0.6001782514571453,0.048145465832064055,1
2007-03-14,0.3516762827107907,0.6001782514571453,0.048145465832064055,1
2007-03-15,0.3516762827107907,0.6001782514571453,0.048145465832064055,1
2007-03-16,0.35165421614920983,0.6002436493248613,0.048102134525929006,1
2007-03-19,0.35165421614920983,0.6002436493248613,0.048102134525929006,1
2007-03-20,0.35165421614920983,0.6002436493248613,0.048102134525929006,1
2007-03-21,0.35165421614920983,0.6002436493248613,0.048102134525929006,1
2007-03-22,0.35165421614920983,0.6002436493248613,0.048102134525929006,1
2007-03-23,0.34342528308806125,0.6084785485482826,0.04809616836365604,1
2007-03-26,0.34342528308806125,0.6084785485482826,0.04809616836365604,1
2007-03-27,0.34342528308806125,0.6084785485482826,0.04809616836365604,0
2007-03-28,0.34342528308806125,0.6084785485482826,0.04809616836365604,0
2007-03-29,0.34342528308806125,0.6084785485482826,0.04809616836365604,0
2007-03-30,0.5526969507125117,0.2845342566522527,0.16276879263523572,0
2007-04-02,0.5526969507125117,0.2845342566522527,0.16276879263523572,0
2007-04-03,0.5526969507125117,0.2845342566522527,0.16276879263523572,0
2007-04-04,0.5526969507125117,0.2845342566522527,0.16276879263523572,0
2007-04-05,0.5526969507125117,0.2845342566522527,0.16276879263523572,0
2007-04-09,0.5262157966098134,0.3734041632875752,0.10038004010261145,0
2007-04-10,0.5262157966098134,0.3734041632875752,0.10038004010261145,0
2007-04-11,0.5262157966098134,0.3734041632875752,0.10038004010261145,0
2007-04-12,0.5262157966098134,0.3734041632875752,0.10038004010261145,0
2007-04-13,0.5262157966098134,0.3734041632875752,0.10038004010261145,0
2007-04-16,0.563171057746743,0.36543249277293305,0.0713964494803239,0
2007-04-17,0.563171057746743,0.36543249277293305,0.0713964494803239,0
2007-04-18,0.563171057746743,0.36543249277293305,0.0713964494803239,0
2007-04-19,0.563171057746743,0.36543249277293305,0.0713964494803239,0
2007-04-20,0.563171057746743,0.36543249277293305,0.0713964494803239,0
2007-04-23,0.4746038327762325,0.525396154251817,1.2971950661030517e-08,0
2007-04-24,0.4746038327762325,0.525396154251817,1.2971950661030517e-08,0
2007-04-25,0.4746038327762325,0.525396154251817,1.2971950661030517e-08,0
2007-04-26,0.4746038327762325,0.525396154251817,1.2971950661030517e-08,0
2007-04-27,0.4746038327762325,0.525396154251817,1.2971950661030517e-08,0
2007-04-30,0.4829459340304997,0.5170540654669722,5.025281491815635e-10,0
2007-05-01,0.4829459340304997,0.5170540654669722,5.025281491815635e-10,0
2007-05-02,0.4829459340304997,0.5170540654669722,5.025281491815635e-10,0
2007-05-03,0.4829459340304997,0.5170540654669722,5.025281491815635e-10,0
2007-05-04,0.4829459340304997,0.5170540654669722,5.025281491815635e-10,0
2007-05-07,0.42883882259132006,0.5711611766583798,7.502999925267668e-10,0
2007-05-08,0.42883882259132006,0.5711611766583798,7.502999925267668e-10,0
2007-05-09,0.42883882259132006,0.5711611766583798,7.502999925267668e-10,0
2007-05-10,0.42883882259132006,0.5711611766583798,7.502999925267668e-10,0
2007-05-11,0.42883882259132006,0.5711611766583798,7.502999925267668e-10,0
2007-05-14,0.4381285987821402,0.5618714011539444,6.391549016639014e-11,0
2007-05-15,0.4381285987821402,0.5618714011539444,6.391549016639014e-11,0
2007-05-16,0.4381285987821402,0.5618714011539444,6.391549016639014e-11,0
2007-05-17,0.4381285987821402,0.5618714011539444,6.391549016639014e-11,0
2007-05-18,0.4381285987821402,0.5618714011539444,6.391549016639014e-11,0
2007-05-21,0.5378664469101155,0.4621335489706929,4.119191555767241e-09,0
2007-05-22,0.5378664469101155,0.4621335489706929,4.119191555767241e-09,0
2007-05-23,0.5378664469101155,0.4621335489706929,4.119191555767241e-09,0
2007-05-24,0.5378664469101155,0.4621335489706929,4.119191555767241e-09,0
2007-05-25,0.5378664469101155,0.4621335489706929,4.119191555767241e-09,0
2007-05-29,0.6419642128870191,0.3580357869477323,1.6524869593792893e-10,0
2007-05-30,0.6419642128870191,0.3580357869477323,1.6524869593792893e-10,0
2007-05-31,0.6419642128870191,0.3580357869477323,1.6524869593792893e-10,0
2007-06-01,0.6419642128870191,0.3580357869477323,1.6524869593792893e-10,0
2007-06-04,0.6419642128870191,0.3580357869477323,1.6524869593792893e-10,0
2007-06-05,0.6198435423138156,0.3801564575231318,1.6305252322459206e-10,0
2007-06-06,0.6198435423138156,0.3801564575231318,1.6305252322459206e-10,0
2007-06-07,0.6198435423138156,0.3801564575231318,1.6305252322459206e-10,0
2007-06-08,0.6198435423138156,0.3801564575231318,1.6305252322459206e-10,0
2007-06-11,0.6198435423138156,0.3801564575231318,1.6305252322459206e-10,0
2007-06-12,0.9999999656454318,2.916237864555987e-08,5.1921894940199626e-09,0
2007-06-13,0.9999999656454318,2.916237864555987e-08,5.1921894940199626e-09,0
2007-06-14,0.9999999656454318,2.916237864555987e-08,5.1921894940199626e-09,0
2007-06-15,0.9999999656454318,2.916237864555987e-08,5.1921894940199626e-09,0
2007-06-18,0.9999999656454318,2.916237864555987e-08,5.1921894940199626e-09,0
2007-06-19,0.9999998428699712,1.616906816047458e-08,1.4096096051910795e-07,0
2007-06-20,0.9999998428699712,1.616906816047458e-08,1.4096096051910795e-07,0
2007-06-21,0.9999998428699712,1.616906816047458e-08,1.4096096051910795e-07,0
2007-06-22,0.9999998428699712,1.616906816047458e-08,1.4096096051910795e-07,0
